name,platform,source_family,category,description,rank_or_metric,url,updated_or_launch_time,collected_at,search_rank,query,source_file,relevance_notes
Skyvern: Open Source AI Agent to automate browser-based workflows | Product Hunt,Product Hunt,product_discovery,benchmark_or_competition,"Skyvern is an open source no-code web agent builder that helps you build AI agents that can browse the web and take actions. Skyvern's agents score a state-of-the-art 85.8% on the WebVoyager benchmark. Companies currently use Skyvern to automate things like: Build AI browser agents in plain english Skyvern is an open source Browser Agent Builder. You can build complex browser agents in plain english. Skyvern scores a state-of-the-art 85.8% on the WebVoyager benchmark, enabling companies to build automations for job apps, contact form filling, and more. 🚀🚀🚀We're excited to launch Skyvern 2.0: An open source AI browser agent capable of browsing",,https://www.producthunt.com/products/skyvern?launch=skyvern,,2026-05-20,5,"site:producthunt.com/products ""self-learning"" ""AI agents""",producthunt.md,"Selected because source result explicitly references AI agents, agent workflows, benchmarks/leaderboards, self-evolution, or investor/news context for agentic products."
Suna: Open Source Generalist AI Agent that Acts on Your Behalf | Product Hunt,Product Hunt,product_discovery,benchmark_or_competition,"Suna: Open Source Generalist AI Agent that Acts on Your Behalf | Product Hunt Suna # Suna ## Open Source Generalist AI Agent that Acts on Your Behalf 105 followers Visit website AI Chatbots•AI Voice Agents Suna is a fully open source AI assistant that helps you accomplish real-world tasks with ease. Through natural conversation, Suna becomes your digital companion for research, data analysis, and everyday challenges. Overview Launches1 Reviews Team More Blog• Newsletter• Questions• Forums• Product Categories• Apps• About• FAQ• Terms• Privacy and Cookies• X.com• Facebook• Instagram• LinkedIn• YouTube• * Advertise ©2025Product Hunt",followers: 105,https://www.producthunt.com/products/suna,,2026-05-20,6,"site:producthunt.com/products ""self-learning"" ""AI agents""",producthunt.md,"Selected because source result explicitly references AI agents, agent workflows, benchmarks/leaderboards, self-evolution, or investor/news context for agentic products."
Deep Lake - AI Knowledge Agent,Product Hunt,product_discovery,agent_product_or_directory,"Deep Lake - AI Knowledge Agent # Deep Lake - AI Knowledge Agent ## Deep research on any data, anywhere ## What isDeep Lake - AI Knowledge Agent? Deep Lake AI Knowledge Agent conducts Deep Research on your data, no matter its modality, location, or size. Deep Lake supports multi-modal retrieval from the ground up. It uses vision language models for data ingestion and retrieval so that you can connect any data (PDFs, images, videos, structured data, etc.) stored anywhere, to AI. Over time, it learns from your queries, tailoring the results to your work! Deep Lake is used by Fortune 500 companies like Bayer, Matterport, and others. Activeloop AI",,https://www.producthunt.com/products/activeloop,,2026-05-20,7,"site:producthunt.com/products ""self-learning"" ""AI agents""",producthunt.md,"Selected because source result explicitly references AI agents, agent workflows, benchmarks/leaderboards, self-evolution, or investor/news context for agentic products."
"Skyvern - Product Information, Latest Updates, and Reviews 2025 | Product Hunt",Product Hunt,product_discovery,benchmark_or_competition,Skyvern # Skyvern Open Source AI Agent to automate browser-based workflows •17 reviews• 677 followers Visit websiteFollow Overview Launches Reviews Team Awards More Blog• Newsletter• • Forums• Categories• • * Skyvern 2.0—Build AI browser agents in plain english Skyvern—Open source AI agent to automate browser-based workflows Skyvern is an open source no-code web agent builder that helps you build AI agents that can browse the web and take actions. Skyvern's agents score a state-of-the-art 85.8% on the WebVoyager benchmark. Companies currently use Skyvern to automate things like: 1. Job applications 2. Automated Invoice retrieval 3. Filling co,followers: 677,https://www.producthunt.com/products/skyvern,"February 3rd, 2025",2026-05-20,9,"site:producthunt.com/products ""self-learning"" ""AI agents""",producthunt.md,"Selected because source result explicitly references AI agents, agent workflows, benchmarks/leaderboards, self-evolution, or investor/news context for agentic products."
Magma Product Information and Latest Updates (2025) | Product Hunt,Product Hunt,product_discovery,agent_product_or_directory,"Magma Foundation Model for Multimodal AI Agents. •1 review• 63 followers Visit websiteFollow Overview Launches Forums Reviews Team More Blog• Newsletter• Questions• Forums• Product Categories• Apps• About• FAQ• Terms• Privacy and Cookies• X.com• Facebook• Instagram• LinkedIn• YouTube• * Advertise ©2025Product Hunt Product status Unclaimed Links microsoft.github.io/Magma Social X.com ## What isMagma? Magma, the flagship project form Microsoft Research, is the first-ever foundation model for multimodal AI agents, designed to handle complex interactions across both virtual and real environments! ### Do you use Magma? I use thisI use something el",followers: 63,https://www.producthunt.com/products/magma,"February 27th, 2025",2026-05-20,10,"site:producthunt.com/products ""self-learning"" ""AI agents""",producthunt.md,"Selected because source result explicitly references AI agents, agent workflows, benchmarks/leaderboards, self-evolution, or investor/news context for agentic products."
Pulze: Create AI agents and workflows without engineers | Product Hunt,Product Hunt,product_discovery,benchmark_or_competition,"Pulze: Create AI agents and workflows without engineers | Product Hunt Product Hunt logo dark Subscribe Sign in Pulze # Pulze Launched this week ## Create AI agents and workflows without engineers 417 followers Visit website From prompt to production —zero setup, no infra. Build no-code agents, automate tasks, and collaborate across teams. With 50+ models and intelligent routing, it’s the fastest way to deploy AI—locally or in the cloud. Overview Reviews Team Awards More Blog• Newsletter• Questions• Forums• Product Categories• Apps• About• FAQ• Terms• Privacy and Cookies• X.com• Facebook• Instagram• LinkedIn• YouTube• Advertise ©2025Product H",PH upvotes: 2; followers: 417,https://www.producthunt.com/products/pulze,,2026-05-20,1,"site:producthunt.com/products ""AI workflow"" ""agent""",producthunt.md,"Selected because source result explicitly references AI agents, agent workflows, benchmarks/leaderboards, self-evolution, or investor/news context for agentic products."
"Retool: Build internal tools, remarkably fast | Product Hunt",Product Hunt,product_discovery,developer_framework,"Retool Agents Retool AgentsTurn your APIs & data into tools AI workers can actually use Retool AIBuild AI apps and workflows 10x faster ## Retool Agents Turn your APIs & data into tools AI workers can actually use Build autonomous AI systems that execute workflows with judgment and reasoning. Connect to any business system, watch every decision, and start with 20 FREE hours monthly. When we launched Retool AI last year, we empowered teams to build AI-powered apps and workflows faster than ever. Now we're taking the next step with Retool Agents—a toolkit to build autonomous AI systems that can reason, make decisions, and take action. With Agen",,https://www.producthunt.com/products/retool?launch=retool-agents,,2026-05-20,7,"site:producthunt.com/products ""AI workflow"" ""agent""",producthunt.md,"Selected because source result explicitly references AI agents, agent workflows, benchmarks/leaderboards, self-evolution, or investor/news context for agentic products."
O-mega Product Information and Latest Updates (2025) | Product Hunt,Product Hunt,product_discovery,investor_market_resource,O-mega # O-mega Your workforce of AI agents that automate business processes •3 reviews• 89 followers Visit websiteFollow Overview Launches Forums Reviews Team More Blog• Newsletter• Questions• Forums• Product Categories• Apps• About• FAQ• Terms• Privacy and Cookies• X.com• Facebook• Instagram• LinkedIn• YouTube• * ©2025Product Hunt o-mega.ai X.com Makers Yuma Heymans All Makers ## What isO-mega? O-mega is the AI workforce platform for the autonomous enterprise. O-mega agents learn to use any tool you use today and automate workflows through Flows. Agents in O-mega work for you autonomously in your organizational context and within your guard,followers: 89,https://www.producthunt.com/products/o-mega,,2026-05-20,8,"site:producthunt.com/products ""AI workflow"" ""agent""",producthunt.md,"Selected because source result explicitly references AI agents, agent workflows, benchmarks/leaderboards, self-evolution, or investor/news context for agentic products."
"Gumloop - Product Information, Latest Updates, and Reviews 2025 | Product Hunt",Product Hunt,product_discovery,agent_workflow_automation,"Gumloop # Gumloop Automate Any Workflow with AI •6 reviews•3 shoutouts• 465 followers Visit websiteFollow Overview Launches Shoutouts Reviews Team More Blog• Newsletter• Questions• Forums• Product Categories• • • • Terms• * Privacy and Cookies Michael Seibel AgentHub—Automate any workflow with AI Upvote(267)• 105 • 1yr ago View all Start new thread Max Brodeur-Urbas All Makers ## What isGumloop? Gumloop is a no-code platform for building powerful AI automations. Our no-code visual builder lets users create reliable, cost-effective, intuitive AI-powered automation. Tackle complex repetitive work for your business end-to-end. ### Do you use Gum",PH upvotes: 267; followers: 465,https://www.producthunt.com/products/agenthub,"February 7th, 2024",2026-05-20,10,"site:producthunt.com/products ""AI workflow"" ""agent""",producthunt.md,"Selected because source result explicitly references AI agents, agent workflows, benchmarks/leaderboards, self-evolution, or investor/news context for agentic products."
Private AI on Your Smartphone - “There's an AI For That” newsletter,There's An AI For That,ai_tool_directory,agent_product_or_directory,"Jotform AI Agents work around the clock to provide real-time assistance, answer questions, and guide customers through processes like form-filling and ...",,https://newsletter.theresanaiforthat.com/p/private-ai-on-your-smartphone,,2026-05-20,1,site:theresanaiforthat.com AI agent tools automation,dirs1.md,"Selected because source result explicitly references AI agents, agent workflows, benchmarks/leaderboards, self-evolution, or investor/news context for agentic products."
Agent training automation - Top Rated AI Tools,There's An AI For That,ai_tool_directory,agent_workflow_automation,"Browse 39 top rated Agent training automation AIs. Includes tasks such as Agents, Chatbots, Customer support, Task automation and Virtual receptionist.",,https://theresanaiforthat.com/s/agent+training+automation/top-rated/,,2026-05-20,2,site:theresanaiforthat.com AI agent tools automation,dirs1.md,"Selected because source result explicitly references AI agents, agent workflows, benchmarks/leaderboards, self-evolution, or investor/news context for agentic products."
Agents by Athena AI v1.1.5 - AI Tool For Agents,There's An AI For That,ai_tool_directory,agent_workflow_automation,"If you are familiar with ChatGPT's Custom GPTs, our agents are similar but much better. Why? Because you can embed it on your website and read the conversations between your agent and the customers. Create AI Agents in a minute to assist you with complex tasks (No coding needed). Create AI-powered agents to handle complex tasks quickly and efficiently. Whether you're an individual or a small business, our custom AI agents integrate seamlessly with your workflows, automate decision-making, and optimize processes—so you can focus on what matters most. Effortless Sharing – Instantly Deploy Your AI Agent Anywhere. Create AI agents in minutes and ",,https://free.theresanaiforthat.com/ai/agents-by-athena-ai/,,2026-05-20,3,site:theresanaiforthat.com AI agent tools automation,dirs1.md,"Selected because source result explicitly references AI agents, agent workflows, benchmarks/leaderboards, self-evolution, or investor/news context for agentic products."
Free Post automation - Agents - 5 Free AI tools,There's An AI For That,ai_tool_directory,agent_workflow_automation,"Browse 5 Free Post automation - Agents AIs. These AI tools are 100% free to use. Includes tasks such as LinkedIn, Productivity, Business operations, ...",,https://free.theresanaiforthat.com/agents/s/post+automation/sota/,,2026-05-20,4,site:theresanaiforthat.com AI agent tools automation,dirs1.md,"Selected because source result explicitly references AI agents, agent workflows, benchmarks/leaderboards, self-evolution, or investor/news context for agentic products."
Agents - There's An AI For That®,There's An AI For That,ai_tool_directory,benchmark_or_competition,TAAFT Tutorial Generate image Tasks Generate text Free mode Trending Leaderboard Characters Mini tools New Featured Lists Agents Requests Jobs Map Newsletter Starter pack Free tools Speech to text Text translator Remove background Settings Edit profile My tools Gallery Dashboard Inbox Get featured Contact TAAFT For you Popular Job impact index Most saved Affiliate program Submit AI tool Notification preferences Glossary Home Timeline My profile Create tool Deals Companies Models Robots Papers Fundraises Repositories Devices Organizations Events Home For You Trending,,https://theresanaiforthat.com/agents/,,2026-05-20,5,site:theresanaiforthat.com AI agent tools automation,dirs1.md,"Selected because source result explicitly references AI agents, agent workflows, benchmarks/leaderboards, self-evolution, or investor/news context for agentic products."
Monday Agent Factory - AI Tool For Task automation,There's An AI For That,ai_tool_directory,agent_workflow_automation,"Monday Agent Factory - AI Tool For Task automation Go to 🤖 Task automation Agent Factory is an AI tool designed to provide customizable AI agents for different workflows. It helps streamline workflow, improve efficiency, and deliver automated services. Agents created from this platform can fulfill various operational tasks such as collecting and translating customer feedback into actionable insights, handling inquiries - replying, resolving, and escalating at scale which contributes to improved customer support, managing RSVPs, and qualifying, following up leads, and booking meetings. Furthermore, it has the capability to act as a Dev Stand-u",,https://free.theresanaiforthat.com/ai/monday-agent-factory/,,2026-05-20,6,site:theresanaiforthat.com AI agent tools automation,dirs1.md,"Selected because source result explicitly references AI agents, agent workflows, benchmarks/leaderboards, self-evolution, or investor/news context for agentic products."
Doe - AI agents - AI Tool For Task automation,There's An AI For That,ai_tool_directory,agent_workflow_automation,"Doe - AI agents is an artificial intelligence workspace designed with the purpose of automating routine and mundane workflows. date: Feb 6, 2026",,https://theresanaiforthat.com/ai/doe-ai-agents/,"Feb 6, 2026",2026-05-20,7,site:theresanaiforthat.com AI agent tools automation,dirs1.md,"Selected because source result explicitly references AI agents, agent workflows, benchmarks/leaderboards, self-evolution, or investor/news context for agentic products."
Automation - Top Rated AI Tools,There's An AI For That,ai_tool_directory,investor_market_resource,"Browse 200 top rated Automation AIs. Includes tasks such as Test automation, Book writing, Influencer marketing, Marketing and Knowledge bases.",,https://theresanaiforthat.com/s/automation/top-rated/,,2026-05-20,8,site:theresanaiforthat.com AI agent tools automation,dirs1.md,"Selected because source result explicitly references AI agents, agent workflows, benchmarks/leaderboards, self-evolution, or investor/news context for agentic products."
Astron Agent - Future Tools,FutureTools,ai_tool_directory,agent_workflow_automation,"Astron Agent is an enterprise-grade, commercial-friendly agentic workflow platform for building next‑generation SuperAgents that leverages AI to orchestrate ... rating: 4.5 rating_count: 11",rating: 4.5; rating_count: 11,https://futuretools.io/tools/astron-agent,,2026-05-20,1,site:futuretools.io/tools agent AI workflow automation,dirs2.md,"Selected because source result explicitly references AI agents, agent workflows, benchmarks/leaderboards, self-evolution, or investor/news context for agentic products."
Future Tools - AgentDock,FutureTools,ai_tool_directory,developer_framework,"A tool to build and deploy AI agents and workflows. AgentDock is an open-source platform that enables businesses and developers to build, manage, and deploy sophisticated AI agents and automated workflows without extensive technical expertise. It features a visual workflow builder, modular design architecture, extensive third-party integrations, and enterprise-grade security, allowing users to automate complex business processes while maintaining control over costs and performance. Organizations choose AgentDock for its flexibility, scalability, and framework-agnostic approach that eliminates vendor lock-in while providing the tools needed to",,https://futuretools.io/tools/agentdock,,2026-05-20,2,site:futuretools.io/tools agent AI workflow automation,dirs2.md,"Selected because source result explicitly references AI agents, agent workflows, benchmarks/leaderboards, self-evolution, or investor/news context for agentic products."
Future Tools - Arahi AI,FutureTools,ai_tool_directory,investor_market_resource,"A platform that runs autonomous multi-step workflows across 2,800+ apps using AI agents. Arahi AI is an agentic, no-code automation platform that uses AI teammates (powered by Agent NEO) to create, configure, and run autonomous workflows from simple prompts, connecting to 2,800+ apps and operating 24/7; its agents leverage large-memory context, template-driven logic, and models tuned for near-zero hallucinations to execute multi-step tasks reliably, trigger on events like incoming emails or support tickets, and surface real-time insights; teams use it to replace repetitive work across customer service, sales, marketing, finance, and HR with p",,https://futuretools.io/tools/arahi-ai,,2026-05-20,3,site:futuretools.io/tools agent AI workflow automation,dirs2.md,"Selected because source result explicitly references AI agents, agent workflows, benchmarks/leaderboards, self-evolution, or investor/news context for agentic products."
Komos AI - Future Tools,FutureTools,ai_tool_directory,agent_workflow_automation,"Komos AI converts a short on-screen demo into a fully functional, repeatable workflow using computer vision and AI. It observes user actions and voice ... rating: 4.5 rating_count: 1180",rating: 4.5; rating_count: 1180,https://futuretools.io/tools/komos-ai,,2026-05-20,4,site:futuretools.io/tools agent AI workflow automation,dirs2.md,"Selected because source result explicitly references AI agents, agent workflows, benchmarks/leaderboards, self-evolution, or investor/news context for agentic products."
NexusGPT - Future Tools,FutureTools,ai_tool_directory,agent_workflow_automation,NexusGPT is a versatile AI-powered platform designed to enable the creation and integration of custom AI agents that can automate a wide range of workflows ... rating: 4.5 rating_count: 15,rating: 4.5; rating_count: 15,https://futuretools.io/tools/nexusgpt,,2026-05-20,5,site:futuretools.io/tools agent AI workflow automation,dirs2.md,"Selected because source result explicitly references AI agents, agent workflows, benchmarks/leaderboards, self-evolution, or investor/news context for agentic products."
GenFuse AI - Future Tools,FutureTools,ai_tool_directory,agent_workflow_automation,GenFuse AI is a no-code automation platform that transforms plain English instructions into fully functional AI-powered workflows. rating: 4.5 rating_count: 11,rating: 4.5; rating_count: 11,https://futuretools.io/tools/genfuse-ai,,2026-05-20,6,site:futuretools.io/tools agent AI workflow automation,dirs2.md,"Selected because source result explicitly references AI agents, agent workflows, benchmarks/leaderboards, self-evolution, or investor/news context for agentic products."
Bika AI - Future Tools,FutureTools,ai_tool_directory,agent_product_or_directory,"Bika.ai is an AI organizer platform that empowers solopreneurs, freelancers, and small businesses to build their own virtual AI team without coding ...",,https://www.futuretools.io/tools/bika-ai,,2026-05-20,7,site:futuretools.io/tools agent AI workflow automation,dirs2.md,"Selected because source result explicitly references AI agents, agent workflows, benchmarks/leaderboards, self-evolution, or investor/news context for agentic products."
Lecca.io - Future Tools,FutureTools,ai_tool_directory,agent_workflow_automation,Lecca.io is a no-code AI agent and workflow automation platform that allows users to build custom AI agents and automate various tasks using popular tools ... rating: 4.5 rating_count: 21,rating: 4.5; rating_count: 21,https://futuretools.io/tools/lecca-io,,2026-05-20,8,site:futuretools.io/tools agent AI workflow automation,dirs2.md,"Selected because source result explicitly references AI agents, agent workflows, benchmarks/leaderboards, self-evolution, or investor/news context for agentic products."
AI Agent Automations for 2026 - Futurepedia,Futurepedia,ai_tool_directory,benchmark_or_competition,"AI Agent Tools - Revolutionizing Automation & Productivity Embark on a transformative journey with automation tools that have evolved significantly through AI agent technology. These tools are not confined to traditional scripts or sequences but are equipped with the ability to set goals, strategize, and adapt with human-like ingenuity. Their advanced adaptability allows AI agents to excel in dynamic environments, making informed decisions based on fresh data, which catalyzes innovation and streamlines task execution. Explore how these intelligent agents revolutionize task management and execution. - AI Agent Automation Tools↓ - AI Agents Ele",,https://www.futurepedia.io/ai-tools/ai-agents,,2026-05-20,1,site:futurepedia.io/ai-tools/ai-agents agent tools,dirs2.md,"Selected because source result explicitly references AI agents, agent workflows, benchmarks/leaderboards, self-evolution, or investor/news context for agentic products."
GoodGist: No-code AI agent platform for workflow automation ...,Toolify.ai,ai_tool_directory,agent_workflow_automation,GoodGist: GoodGist is an Agentic AI Platform For Workflow Automation that allows users to generate AI Agents tailored to their workflows with a No-Code UI.,,https://www.toolify.ai/tool/goodgist,,2026-05-20,1,site:toolify.ai/tool AI agent automation workflow,dirs2.md,"Selected because source result explicitly references AI agents, agent workflows, benchmarks/leaderboards, self-evolution, or investor/news context for agentic products."
Relay.app: Platform to create AI agents for workflow automation across 100+ apps.,Toolify.ai,ai_tool_directory,agent_workflow_automation,"Relay.app: Platform to create AI agents for workflow automation across 100+ apps. Sponsored bySkywork-10 Tasks in 1 Hour, Not 10 Hours →Limited Free ToolifyToolify logo Home AI Agent Relay.app # Relay.app Open site 3 5 0 Reviews 3 Saved Introduction: Platform to create AI agents for workflow automation across 100+ apps. Added on: Oct 12 2023 Monthly Visitors: 258.3K Social & Email: Website Freemium Contact for Pricing AI AgentAI WorkflowNo-Code&Low-Code Update this tool ## What is Relay.app? Relay.app is a platform to create AI agents that work for you across 100+ apps. It offers workflow automation beyond triggers and actions with one-click ",,https://toolify.ai/tool/relay-app,,2026-05-20,2,site:toolify.ai/tool AI agent automation workflow,dirs2.md,"Selected because source result explicitly references AI agents, agent workflows, benchmarks/leaderboards, self-evolution, or investor/news context for agentic products."
Diaxel: Diaxel: AI-powered SMS agents for automated customer ...,Toolify.ai,ai_tool_directory,agent_workflow_automation,"Diaxel enables businesses to create AI-powered SMS agents that act as virtual assistants, automating customer interactions and workflows. It simplifies ...",,https://www.toolify.ai/tool/diaxel,,2026-05-20,3,site:toolify.ai/tool AI agent automation workflow,dirs2.md,"Selected because source result explicitly references AI agents, agent workflows, benchmarks/leaderboards, self-evolution, or investor/news context for agentic products."
n8n: AI-powered workflow automation platform for technical teams.,Toolify.ai,ai_tool_directory,agent_workflow_automation,"n8n is a workflow automation platform that uniquely combines AI capabilities with business process automation. date: Jun 26, 2025 rating: 5.0 rating_count: 53",rating: 5.0; rating_count: 53,https://www.toolify.ai/tool/n8n,"Jun 26, 2025",2026-05-20,4,site:toolify.ai/tool AI agent automation workflow,dirs2.md,"Selected because source result explicitly references AI agents, agent workflows, benchmarks/leaderboards, self-evolution, or investor/news context for agentic products."
Invicta AI: No-code platform to build AI agent teams for workflow automation.,Toolify.ai,ai_tool_directory,investor_market_resource,"Invicta AI: No-code platform to build AI agent teams for workflow automation. No-code platform to build AI agent teams for workflow automation. Invicta AI is a no-code platform for building AI agent teams that can automate complex workflows with near-perfect reliability. It allows users to turn prompts into powerful, custom, and shareable AI models, extending human capabilities and experience with AI. Connect your AI Agents to 70+ tools and leading LLMs. Build no-code AI agent teams that automate complex workflows. Integrate AI agents into your website with a customizable chat widget. ### No-code AI agent team creation ### AI Teammates for ta",,https://toolify.ai/tool/invictaai,,2026-05-20,5,site:toolify.ai/tool AI agent automation workflow,dirs2.md,"Selected because source result explicitly references AI agents, agent workflows, benchmarks/leaderboards, self-evolution, or investor/news context for agentic products."
Tila: Visual AI workspace for multimodal projects and workflow ...,Toolify.ai,ai_tool_directory,agent_workflow_automation,"Tila is a visual AI workspace and a next-generation multi-agent AI platform designed for creating complex multimodal projects and automating workflows. date: Jun 17, 2025",,https://www.toolify.ai/tool/tila-ai,"Jun 17, 2025",2026-05-20,6,site:toolify.ai/tool AI agent automation workflow,dirs2.md,"Selected because source result explicitly references AI agents, agent workflows, benchmarks/leaderboards, self-evolution, or investor/news context for agentic products."
8Flow - Chrome Extension - Toolify.AI,Toolify.ai,ai_tool_directory,agent_workflow_automation,"8Flow supercharges Customer & IT Support Agent's performance by using AI & task mining to analyze, learn & automate workflows.",,https://www.toolify.ai/tool/8flow-experimental,,2026-05-20,7,site:toolify.ai/tool AI agent automation workflow,dirs2.md,"Selected because source result explicitly references AI agents, agent workflows, benchmarks/leaderboards, self-evolution, or investor/news context for agentic products."
"Solar: AI-powered platform for building full-stack apps, AI agents ...",Toolify.ai,ai_tool_directory,agent_workflow_automation,"Solar is an AI-powered platform that enables small teams to rapidly build and deploy production-ready full-stack applications, AI agents, and workflow ... date: Jun 16, 2025",,https://www.toolify.ai/tool/solar,"Jun 16, 2025",2026-05-20,8,site:toolify.ai/tool AI agent automation workflow,dirs2.md,"Selected because source result explicitly references AI agents, agent workflows, benchmarks/leaderboards, self-evolution, or investor/news context for agentic products."
Discover The Newest AI Tools for any use in seconds - AI Valley,AI Valley,ai_tool_directory,investor_market_resource,"Discover The New AI Tools for any use in seconds AI sidebar that listens , and helps AI networking copilot for entrepreneurs AI-powered universal search and assistant for work - All - Design - Startup Tools - Content Creation - Life Assistant - Code Assistant - Educational - Resources - Video Editing - Video Generator - Image Generator - Image Editing - Automation - Writing - SEO - Email Assistant - Developer Tools - Fun Tools - Finance - Storytelling - ChatBots - Legal Assistant - Research - Search Engine - Build AI Al Agent that simplifies your appointment and booking processes… Lifelike AI clones lip-sync to your voice in real-time… AI age",,https://aivalley.ai/aitools/,,2026-05-20,1,site:aivalley.ai AI agent tools,dirs1.md,"Selected because source result explicitly references AI agents, agent workflows, benchmarks/leaderboards, self-evolution, or investor/news context for agentic products."
AI Valley | Discover The Newest AI Tools And Prompts For Any Use ...,AI Valley,ai_tool_directory,agent_product_or_directory,"AI Valley curates the most useful AI Tools and Prompts Daily. Explore 1700+ AI Tools, 400+ Prompts curated by AI Experts.",,https://aivalley.ai/,,2026-05-20,2,site:aivalley.ai AI agent tools,dirs1.md,"Selected because source result explicitly references AI agents, agent workflows, benchmarks/leaderboards, self-evolution, or investor/news context for agentic products."
AI Tools | AI Valley,AI Valley,ai_tool_directory,agent_product_or_directory,"A simple tool to convert screenshots, mockups and Figma designs into clean, functional code using AI",,https://aivalley.ai/category/aitools/,,2026-05-20,3,site:aivalley.ai AI agent tools,dirs1.md,"Selected because source result explicitly references AI agents, agent workflows, benchmarks/leaderboards, self-evolution, or investor/news context for agentic products."
GPTAgent | AI Valley,AI Valley,ai_tool_directory,agent_workflow_automation,"GPTAgent | AI Valley Build Your Own AI Apps in Minutes. GPTAgent makes it super easy and fast to build your own AI applications ranging from chatbots AI, web apps to workflow automation without a single line of code. - You only need to give descriptions to create your functional apps. - User-friendly and easy to use. - Powered by ChatGPT. - Build fast web apps for business. #### FormX.ai #### Bardeen AI #### Chatbase #### Autotab #### ChatGPT Plugin Builder #### FormX #### UBOS AI #### Atlancer AI #### Build AI",,https://aivalley.ai/gptagent/,,2026-05-20,4,site:aivalley.ai AI agent tools,dirs1.md,"Selected because source result explicitly references AI agents, agent workflows, benchmarks/leaderboards, self-evolution, or investor/news context for agentic products."
Chatbase | AI Valley,AI Valley,ai_tool_directory,vertical_agent_product,"Chatbase is a platform that enables you to train ChatGPT on your data and integrate a chat widget into your website. - It allows you to upload documents (.pdf, .txt, .doc, .docx) or paste text to create a chatbot. - You can also add a link to your website to have the content scraped and used by the chatbot. - The resulting chatbot will be similar to ChatGPT and can answer questions related to the uploaded or scraped content. - You have the option to add the chatbot as a widget on your website or interact with it through the API. #### Mechanic For A Chat #### PrivateGPT #### Opera Aria #### ConsumerAI #### Build AI #### Atlancer AI #### CapeCh",,https://aivalley.ai/chatbase/,,2026-05-20,5,site:aivalley.ai AI agent tools,dirs1.md,"Selected because source result explicitly references AI agents, agent workflows, benchmarks/leaderboards, self-evolution, or investor/news context for agentic products."
Lindy | AI Valley,AI Valley,ai_tool_directory,agent_product_or_directory,"AI agent that texts you meeting briefing 30 minutes before each meeting. Lindy's skills are general, but she particularly excels at tasks like organizing ...",,https://aivalley.ai/lindy/,,2026-05-20,6,site:aivalley.ai AI agent tools,dirs1.md,"Selected because source result explicitly references AI agents, agent workflows, benchmarks/leaderboards, self-evolution, or investor/news context for agentic products."
Productivity | AI Valley,AI Valley,ai_tool_directory,agent_product_or_directory,"Browse, clone, build, and customize the latest AI powered tools. View · Vimcal · Productivity. The world's fastest calendar, designed to give you back control ...",,https://aivalley.ai/category/aitools/productivity/,,2026-05-20,7,site:aivalley.ai AI agent tools,dirs1.md,"Selected because source result explicitly references AI agents, agent workflows, benchmarks/leaderboards, self-evolution, or investor/news context for agentic products."
Listing Copy AI - AI Valley,AI Valley,ai_tool_directory,agent_product_or_directory,Listingcopy.ai is an AI-powered tool designed to streamline the listing process and create effective ad copy for real estate professionals. Key features and ...,,https://aivalley.ai/listingcopy/,,2026-05-20,8,site:aivalley.ai AI agent tools,dirs1.md,"Selected because source result explicitly references AI agents, agent workflows, benchmarks/leaderboards, self-evolution, or investor/news context for agentic products."
AI Agent Builder - TopAI.tools,TopAI.tools,ai_tool_directory,agent_workflow_automation,"Agent is a no‑code AI builder that lets users create and deploy web apps, Discord bots, and workflow automations by stacking visual blocks. It supports web ...",,https://topai.tools/s/ai-agent-builder,,2026-05-20,1,site:topai.tools AI agent automation tools,dirs1.md,"Selected because source result explicitly references AI agents, agent workflows, benchmarks/leaderboards, self-evolution, or investor/news context for agentic products."
Best Ai Agents AI tools in 2026 - Browse 17 tools - TopAI.tools,TopAI.tools,ai_tool_directory,agent_product_or_directory,Explore the best 17 verified AI tools for AI Agents and compare them for use cases and features. Use the AI-powered search to find more specialized tools for AI ...,,https://topai.tools/category/ai-agents/verified,,2026-05-20,2,site:topai.tools AI agent automation tools,dirs1.md,"Selected because source result explicitly references AI agents, agent workflows, benchmarks/leaderboards, self-evolution, or investor/news context for agentic products."
AI Agent - TopAI.tools,TopAI.tools,ai_tool_directory,agent_product_or_directory,AI Agent is a web app that allows users to create customized AI agents to perform specific tasks and achieve goals.,,https://topai.tools/s/ai-agent,,2026-05-20,3,site:topai.tools AI agent automation tools,dirs1.md,"Selected because source result explicitly references AI agents, agent workflows, benchmarks/leaderboards, self-evolution, or investor/news context for agentic products."
Best Automation AI tools with API in 2026 - Browse 253 tools | page 6,TopAI.tools,ai_tool_directory,agent_workflow_automation,"Automation AI tools with API. Explore the best 253 AI tools for Automation that offer an API and compare them for use cases, features and pricing.",,https://topai.tools/category/automation/api?sort=2&p=6,,2026-05-20,4,site:topai.tools AI agent automation tools,dirs1.md,"Selected because source result explicitly references AI agents, agent workflows, benchmarks/leaderboards, self-evolution, or investor/news context for agentic products."
