id,platform,name,author,influence_rating,confidence,needs_enrichment,category,time_slice,url
146,YouTube,The Agentic AI Era | Salesforce AI Research - YouTube,YouTube creator/channel,creator,medium,True,tutorial_or_implementation,2026-05,https://www.youtube.com/watch?v=D6zHWQP15K8
147,YouTube,The Four Types of Memory Every AI Agent Needs - YouTube,YouTube creator/channel,creator,medium,True,tutorial_or_implementation,2026-05,https://www.youtube.com/watch?v=hiuozSx9dWM
148,YouTube,The Rise of Self-Improving AI Agents: Will It Surpass OpenAI?,YouTube creator/channel,creator,medium,True,self_evolving_agent,2026-05,https://www.youtube.com/watch?v=NMcs_xwVhPo
149,YouTube,The Self-Evolving AI Agent for Android & PC (SOTA Performance!),YouTube creator/channel,creator,medium,True,self_evolving_agent,2026-05,https://www.youtube.com/watch?v=sU4RQnotVYQ
150,YouTube,This 100% self-improving AI Agent is insane… just watch - YouTube,YouTube creator/channel,creator,medium,True,self_evolving_agent,2026-05,https://www.youtube.com/watch?v=EHlqRx0r4BI
151,YouTube,Tutorial: Agentic AI Workflow Deployment with Ejento - YouTube,YouTube creator/channel,creator,medium,True,tutorial_or_implementation,2026-05,https://www.youtube.com/watch?v=5SbLJNVuqR0
152,YouTube,Tutorial: How to Build an AI Agent Workflow with Camunda - YouTube,YouTube creator/channel,creator,medium,True,tutorial_or_implementation,2026-05,https://www.youtube.com/watch?v=E0BaMLL5Uf4
153,YouTube,Working With Agent Memory | Agno AI Agent Tutorial - YouTube,YouTube creator/channel,creator,medium,True,tutorial_or_implementation,2026-05,https://www.youtube.com/watch?v=aKCgiq9z7JA
154,YouTube,Your First MCP Agent in Azure - 3 Min Setup - YouTube,YouTube creator/channel,creator,medium,True,tutorial_or_implementation,2026-05,https://www.youtube.com/watch?v=_Mu-P7SAqdY
155,YouTube,crewAI Crash Course For Beginners-How To Create Multi AI Agent ...,YouTube creator/channel,creator,medium,True,tutorial_or_implementation,2026-05,https://www.youtube.com/watch?v=UV81LAb3x2g
156,YouTube,【AI最前沿22】自进化智能体 - YouTube,YouTube creator/channel,creator,medium,True,self_evolving_agent,2026-05,https://www.youtube.com/watch?v=vKbYWUYvrBs
157,YouTube,【人工智能】Evo-Memory为AI赋予进化记忆| DeepMind新论文,YouTube creator/channel,creator,medium,True,self_evolving_agent,2026-05,https://www.youtube.com/watch?v=8c3D1yHp7QY
158,YouTube,建造自己的AI Agent團隊高速完成工作 - YouTube,YouTube creator/channel,creator,medium,True,tutorial_or_implementation,2026-05,https://www.youtube.com/watch?v=cTa_JeoEEdQ
159,YouTube,用LLM 自动优化提示词，移植Claude 内置memory 工具｜录屏精简版,YouTube creator/channel,creator,medium,True,agent_discussion_resource,2026-05,https://www.youtube.com/watch?v=xF5ey4S3MRo
160,YouTube,颠覆传统AI智能体！AutoGen革命性创新GraphFlow技术 ... - YouTube,YouTube creator/channel,creator,medium,True,tutorial_or_implementation,2026-05,https://www.youtube.com/watch?v=q_IdxUGZsow
161,51cto.com,构建AI工作流与智能体的信任：持续评估与优化指南 - 51CTO,51cto.com,unknown,medium,True,agent_framework,2026-05,https://www.51cto.com/article/824491.html
162,53ai.com,自进化智能体的四维成长：模型、上下文、工具与架构如何自主迭代,53ai.com,unknown,medium,True,self_evolving_agent,2026-05,https://www.53ai.com/news/LargeLanguageModel/2025090474352.html
163,Anthropic Blog,Building Effective AI Agents \ Anthropic,Anthropic,expert_org,medium,True,tutorial_or_implementation,2026-05,https://www.anthropic.com/engineering/building-effective-agents
164,Anthropic Blog,Claude's extended thinking \ Anthropic,Anthropic,expert_org,medium,True,evaluation_benchmark,2026-05,https://www.anthropic.com/news/visible-extended-thinking
165,Anthropic Blog,Developing a computer use model - Anthropic,Anthropic,expert_org,medium,True,agent_discussion_resource,2026-05,https://www.anthropic.com/news/developing-computer-use
166,Anthropic Blog,Introducing Claude Sonnet 4.5 \ Anthropic,Anthropic,expert_org,medium,True,tutorial_or_implementation,2026-05,https://www.anthropic.com/news/claude-sonnet-4-5?library=true
167,Anthropic Blog,Introducing Claude Sonnet 4.5 \ Anthropic,Anthropic,expert_org,medium,True,tutorial_or_implementation,2026-05,https://www.anthropic.com/news/claude-sonnet-4-5?939688b5_page=2
168,Anthropic Blog,Introducing Sonnet 4.6 \ Anthropic,Anthropic,expert_org,medium,True,tutorial_or_implementation,2026-05,https://www.anthropic.com/news/claude-sonnet-4-6?ps_partner_key=ZGF2aWRsZXZpbm92NjA3NA&ps_xid=Z9sp46w9U8Fl1f
169,Anthropic Blog,"Introducing computer use, a new Claude 3.5 Sonnet, and ... - Anthropic",Anthropic,expert_org,medium,True,agent_discussion_resource,2026-05,https://www.anthropic.com/news/3-5-models-and-computer-use
170,Anthropic Blog,Mitigating the risk of prompt injections in browser use \ Anthropic,Anthropic,expert_org,medium,True,agent_discussion_resource,2026-05,https://www.anthropic.com/news/prompt-injection-defenses
171,Anthropic Blog,New capabilities for building agents on the Anthropic API | Claude,Anthropic,expert_org,medium,True,tutorial_or_implementation,2026-05,https://www.anthropic.com/news/agent-capabilities-api/
172,Anthropic Blog,Our framework for developing safe and trustworthy agents \ Anthropic,Anthropic,expert_org,medium,True,agent_framework,2026-05,https://www.anthropic.com/news/our-framework-for-developing-safe-and-trustworthy-agents
173,Anthropic Blog,Piloting Claude in Chrome | Claude,Anthropic,expert_org,medium,True,tutorial_or_implementation,2026-05,https://anthropic.com/news/claude-for-chrome
174,Dev.to,AION – Building an Autonomous AI Agent with Self-Improvement (Python + Web UI) - DEV Community,Dev.to author,developer_blogger,medium,True,self_evolving_agent,2026-05,https://dev.to/xynstr/aion-building-an-autonomous-ai-agent-with-self-improvement-python-web-ui-i85
175,Dev.to,Anthropic's Agents Now Self-Improve Between Sessions. Here's How Dreaming Works. - DEV Community,Dev.to author,developer_blogger,medium,True,self_evolving_agent,2026-05,https://dev.to/evan-dong/anthropics-agents-now-self-improve-between-sessions-heres-how-dreaming-works-48l8
176,Dev.to,"Building AI Agents with Python: A Practical, Open-Source First Guide - DEV Community",Dev.to author,developer_blogger,medium,True,tutorial_or_implementation,2026-05,https://dev.to/cheney_li_ad7c00bcc8edcb2/building-ai-agents-with-python-a-practical-open-source-first-guide-1klk
177,Dev.to,Building Production AI Agents with @hazeljs/agent - DEV Community,Dev.to author,developer_blogger,medium,True,tutorial_or_implementation,2026-05,https://dev.to/arslan_mecom/building-production-ai-agents-with-hazeljsagent-1i66
178,Dev.to,Building Your First AI Agent in C# with Microsoft Agent Framework - DEV Community,Dev.to author,developer_blogger,medium,True,tutorial_or_implementation,2026-05,https://dev.to/matteo_davena/building-your-first-ai-agent-in-c-with-microsoft-agent-framework-i33
179,Dev.to,Building Your Own AI Agent: A Practical Guide with LangGraph - DEV Community,Dev.to author,developer_blogger,medium,True,tutorial_or_implementation,2026-05,https://dev.to/midas126/building-your-own-ai-agent-a-practical-guide-with-langgraph-1g4n
180,Dev.to,Hermes Agent: The Self-Evolving AI Agent That Learns From Your Workflow - DEV Community,Dev.to author,developer_blogger,medium,True,self_evolving_agent,2026-05,https://dev.to/_46ea277e677b888e0cd13/hermes-agent-the-self-evolving-ai-agent-that-learns-from-your-workflow-3j1g
181,36Kr,AI在线强化学习“边做边学”，斯坦福团队让7B小模型性能飙升，甚至超越GPT-4o-36氪,36氪作者,cn_media,medium,True,self_evolving_agent,2026-05,https://www.36kr.com/p/3523019724479368
182,36Kr,AI智能体（五）：工作流与智能体-36氪,36氪作者,cn_media,medium,True,agent_discussion_resource,2026-05,https://m.36kr.com/p/3221398689401732
183,36Kr,Meta公布“超级智能”新进展：无需人类，软件Agent即可自我训练-36氪,36氪作者,cn_media,medium,True,self_evolving_agent,2026-05,https://www.36kr.com/p/3612158628512771
184,36Kr,Meta华人实习生搞出超级智能体，自己写代码实现自我进化-36氪,36氪作者,cn_media,medium,True,self_evolving_agent,2026-05,https://36kr.com/p/3739404087771143
185,36Kr,「AI自进化」新进展：自主构建、优化Agent Skills-36氪,36氪作者,cn_media,medium,True,self_evolving_agent,2026-05,https://www.36kr.com/p/3728164375231362
186,36Kr,上海AI Lab联合顶级机构揭示自进化智能体失控风险-36氪,36氪作者,cn_media,medium,True,self_evolving_agent,2026-05,https://m.36kr.com/p/3511492541848452
187,36Kr,你养的“龙虾”，已在失控边缘-36氪,36氪作者,cn_media,medium,True,self_evolving_agent,2026-05,https://36kr.com/p/3718104716326273
188,36Kr,全球首个AI智能体「自进化」开源框架来了，一次部署，终生可用 - 36氪,36氪作者,cn_media,medium,True,self_evolving_agent,2026-05,https://m.36kr.com/p/3314754737285121
189,36Kr,全球首个AI智能体「自进化」开源框架来了，一次部署，终生可用-36氪,36氪作者,cn_media,medium,True,self_evolving_agent,2026-05,https://www.36kr.com/p/3314754737285121
190,36Kr,刚刚，英伟达革了自己的命：智能体自主进化7天，干掉所有算子工程师、GPU专家-36氪,36氪作者,cn_media,medium,True,self_evolving_agent,2026-05,https://36kr.com/p/3739201554399237
191,36Kr,惊！上海AI Lab联合顶级机构揭示：你的Agent或陷入“错误进化”，自进化智能体失控风险曝光,36氪作者,cn_media,medium,True,self_evolving_agent,2026-05,https://eu.36kr.com/zh/p/3511492541848452
192,36Kr,自进化Agent新突破，Meta推出Dr.Zero：自发涌现复杂推理、搜索能力,36氪作者,cn_media,medium,True,self_evolving_agent,2026-05,https://eu.36kr.com/zh/p/3650059180613762
193,36Kr,通用自进化Agent新突破：30k上下文就够了，token消耗也下降近9成-36氪,36氪作者,cn_media,medium,True,self_evolving_agent,2026-05,https://www.36kr.com/p/3786342762159107
194,Alibaba Cloud Dev,AI智能体架构详解：从LLM核心到工具扩展的自主进化之旅-阿里云开发者社区,阿里云开发者作者,cn_vendor_expert,medium,True,self_evolving_agent,2026-05,https://developer.aliyun.com/article/1679082
195,Alibaba Cloud Dev,AgentEvolver：让智能体系统学会「自我进化」 - 阿里云开发者社区,阿里云开发者作者,cn_vendor_expert,medium,True,self_evolving_agent,2026-05,https://developer.aliyun.com/article/1689936
196,Alibaba Cloud Dev,Hermes Agent：能自我进化的AI智能体，不用手写Skill也能持续变强 ...,阿里云开发者作者,cn_vendor_expert,medium,True,self_evolving_agent,2026-05,https://developer.aliyun.com/article/1727118
197,Alibaba Cloud Dev,Trinity-RFT解耦框架详解构建支持智能体长生命周期自主进化的强化微调系统-开发者社区-阿里云,阿里云开发者作者,cn_vendor_expert,medium,True,self_evolving_agent,2026-05,https://developer.aliyun.com/article/1677259
198,Alibaba Cloud Dev,可自主进化的Agent？首个端到端智能体符号化训练框架开源了,阿里云开发者作者,cn_vendor_expert,medium,True,self_evolving_agent,2026-05,https://developer.aliyun.com/article/1583045
199,Alibaba Cloud Dev,基于反馈循环的自我进化AI智能体：原理、架构与代码实现,阿里云开发者作者,cn_vendor_expert,medium,True,self_evolving_agent,2026-05,https://developer.aliyun.com/article/1690729
200,Alibaba Cloud Dev,开源Agent革命！智能体动态进化框架上线，复杂任务一键协同搞定,阿里云开发者作者,cn_vendor_expert,medium,True,tutorial_or_implementation,2026-05,https://developer.aliyun.com/article/1657150
201,Alibaba Cloud Dev,打通智能体自我进化全流程！复旦推出通用智能体平台AgentGym-阿里云开发者社区,阿里云开发者作者,cn_vendor_expert,medium,True,self_evolving_agent,2026-05,https://developer.aliyun.com/article/1543411
202,Alibaba Cloud Dev,智能体来了：从0 到1 搭建属于你的AI 工作流 - 阿里云开发者社区,阿里云开发者作者,cn_vendor_expert,medium,True,agent_discussion_resource,2026-05,https://developer.aliyun.com/article/1710548
203,Alibaba Cloud Dev,"深入源码：Hermes Agent 如何实现 ""Self-Improving""-阿里云开发者社区",阿里云开发者作者,cn_vendor_expert,medium,True,self_evolving_agent,2026-05,https://developer.aliyun.com/article/1730226
204,Alibaba Cloud Dev,让AI 智能体学会自我进化：Agent Lightning 实战入门,阿里云开发者作者,cn_vendor_expert,medium,True,self_evolving_agent,2026-05,https://developer.aliyun.com/article/1709852
205,Alibaba Cloud Dev,阿里云免费部署Hermes Agent 教程：零门槛搭建自进化AI 智能体,阿里云开发者作者,cn_vendor_expert,medium,True,self_evolving_agent,2026-05,https://developer.aliyun.com/article/1727780
206,CNBlogs,AI Agent 如何自我进化？Hermes Agent Self-Evolution 深度解析- iTech,博客园作者,cn_developer,medium,True,self_evolving_agent,2026-05,https://www.cnblogs.com/itech/p/19867914
207,CNBlogs,AI Agent系列-Google AI Agent学习-安全与治理：自主进化：持续学习、Agent Gym 与两个前沿案例,博客园作者,cn_developer,medium,True,self_evolving_agent,2026-05,https://www.cnblogs.com/tianqing/p/19345789
208,CNBlogs,Anthropic 实战总结：AI Agent 的 3 种工作流模式，选错代价很大 - iTech - 博客园,博客园作者,cn_developer,medium,True,evaluation_benchmark,2026-05,https://www.cnblogs.com/itech/p/19897864
209,CNBlogs,Hermes Agent：自进化的 AI Agent - Wcowin - 博客园,博客园作者,cn_developer,medium,True,self_evolving_agent,2026-05,https://www.cnblogs.com/Wcowin/articles/19860617
210,CNBlogs,LLM大模型中AI-Agent智能体应用开发相关知识介绍 - 博客园,博客园作者,cn_developer,medium,True,agent_discussion_resource,2026-05,https://www.cnblogs.com/jiujuan/p/19848128
211,CNBlogs,google11月agent发展白皮书 - 指南 - ljbguanli - 博客园,博客园作者,cn_developer,medium,True,self_evolving_agent,2026-05,https://www.cnblogs.com/ljbguanli/p/19464423
212,CNBlogs,【综述】自我进化智能体综述：迈向人工超级智能之路 - 博客园,博客园作者,cn_developer,medium,True,self_evolving_agent,2026-05,https://www.cnblogs.com/emergence/p/19052659
213,CNBlogs,从 Agent 到 AgentOS，OpenClaw 的自我进化之路 - AI系统笔记 - 博客园,博客园作者,cn_developer,medium,True,self_evolving_agent,2026-05,https://www.cnblogs.com/aisystemnotes/p/19841899
214,CNBlogs,基于反馈循环的自我进化AI智能体：原理、架构与代码实现 - deephub - 博客园,博客园作者,cn_developer,medium,True,self_evolving_agent,2026-05,https://www.cnblogs.com/deephub/p/19287678
215,CNBlogs,如何开发一个高效的智能体 - 博客园,博客园作者,cn_developer,medium,True,agent_discussion_resource,2026-05,https://www.cnblogs.com/smartloli/p/19066323
216,CNBlogs,"搭建一个""会记忆成长""的AI 工作系统 II：让Agent 越用越聪明 - 数字之心AIEvangelist - 博客园",博客园作者,cn_developer,medium,True,self_evolving_agent,2026-05,https://www.cnblogs.com/YzpJason/p/19621951
217,CNBlogs,解密Prompt系列31. LLM Agent之从经验中不断学习的智能体 - 风雨中的小七 - 博客园,博客园作者,cn_developer,medium,True,self_evolving_agent,2026-05,https://www.cnblogs.com/gogoSandy/p/18234318
218,CNBlogs,让 AI 自己进化自己：深入 HyperAgents - 乱世不浮生 - 博客园,博客园作者,cn_developer,medium,True,self_evolving_agent,2026-05,https://www.cnblogs.com/addozhang/p/19819294
219,CNBlogs,连接基础模型与终身智能系统的新范式- 一介布衣 - 博客园,博客园作者,cn_developer,medium,True,self_evolving_agent,2026-05,https://www.cnblogs.com/emergence/p/19064434
220,CNBlogs,通义 DeepResearch：开源 AI 智能体的新纪元 - 指南 - yangykaifa - 博客园,博客园作者,cn_developer,medium,True,self_evolving_agent,2026-05,https://www.cnblogs.com/yangykaifa/p/19488797
221,CSDN,2025年AI终极形态！自进化Agent深度综述：多模态融合+自主决策，企业落地避坑指南,CSDN作者,cn_developer,medium,True,self_evolving_agent,2026-05,https://blog.csdn.net/Python_cocola/article/details/150961251
222,CSDN,2026年Agent学习之路：GitHub上6大宝藏开源项目,CSDN作者,cn_developer,medium,True,tutorial_or_implementation,2026-05,https://adg.csdn.net/695338585b9f5f31781be4e5.html
223,CSDN,AI Agent的演进之路：从静态模型到自进化数字生命体，全面综述！,CSDN作者,cn_developer,medium,True,self_evolving_agent,2026-05,https://blog.csdn.net/2401_84495872/article/details/150441825
224,CSDN,AI 智能体开发工作流从哪些方面入手？ - CSDN博客,CSDN作者,cn_developer,medium,True,agent_discussion_resource,2026-05,https://blog.csdn.net/shaobingj126/article/details/151903788
225,CSDN,Agent-4 智能体设计模型-“自我进化”能力：反思模式全解析 - CSDN博客,CSDN作者,cn_developer,medium,True,self_evolving_agent,2026-05,https://blog.csdn.net/qq_22337877/article/details/156833819
226,CSDN,LLM agentic模式之reflection：SELF-REFINE、Reflexion、CRITIC,CSDN作者,cn_developer,medium,True,self_evolving_agent,2026-05,https://blog.csdn.net/beingstrong/article/details/139902804
227,CSDN,【Agent-阿程】self-improving-agent 自主进化智能体详解与部署使用全教程_竹之却-龙虾开发者社区,CSDN作者,cn_developer,medium,True,self_evolving_agent,2026-05,https://devpress.csdn.net/xclaw/69e78de954b52172bc6b507e.html
228,CSDN,【大模型入门必看】RAGEN：深入解析通过多轮RL强化学习实现LLM Agent的自我进化,CSDN作者,cn_developer,medium,True,self_evolving_agent,2026-05,https://blog.csdn.net/2401_84494441/article/details/148401131
229,CSDN,【深度学习】自进化AI智能体：LLM智能体终身学习指南(附开源代码)_人工智能_编程小饴-九章云极普惠算力,CSDN作者,cn_developer,medium,True,self_evolving_agent,2026-05,https://devpress.csdn.net/v1/article/detail/152730302
230,CSDN,【论文日报】LLM合集：字节推出Agent-R框架， 让LLM Agent进行自我迭代进化，学会反思,CSDN作者,cn_developer,medium,True,self_evolving_agent,2026-05,https://blog.csdn.net/Python_cocola/article/details/145326579
231,CSDN,【论文阅读】自我进化的AI智能体综述 - 火山引擎ADG 社区,CSDN作者,cn_developer,medium,True,self_evolving_agent,2026-05,https://adg.csdn.net/694de42b5b9f5f31781ade3c.html
232,CSDN,一天一个开源项目（第10篇）：AgentEvolver - 高效自进化Agent系统，让AI Agent自主学习和进化_开源_Cheson_chen-魔乐社区,CSDN作者,cn_developer,medium,True,self_evolving_agent,2026-05,https://modelers.csdn.net/69a6354f7bbde9200b9bb6e4.html
233,CSDN,从静态模型到数字生命体：自进化AI Agent综述,CSDN作者,cn_developer,medium,True,self_evolving_agent,2026-05,https://blog.csdn.net/2401_85725028/article/details/152223480
234,CSDN,从静态模型到数字生命体：自进化AI Agent综述_人工智能_AIGC安琪-2048 AI社区,CSDN作者,cn_developer,medium,True,self_evolving_agent,2026-05,https://devpress.csdn.net/v1/article/detail/152223480
235,CSDN,全球首个AI智能体自进化开源框架EvoAgentX来啦！ - CSDN博客,CSDN作者,cn_developer,medium,True,self_evolving_agent,2026-05,https://blog.csdn.net/weixin_44626085/article/details/148350771
236,CSDN,大模型论文 | Agent-R：通过迭代自训练训练语言模型智能体进行反思,CSDN作者,cn_developer,medium,True,self_evolving_agent,2026-05,https://blog.csdn.net/m0_59614665/article/details/145565973
237,CSDN,大语言模型自进化技术综述：概念框架，进化方向，经验获取，经验更新，评估方法，开放问题...,CSDN作者,cn_developer,medium,True,self_evolving_agent,2026-05,https://blog.csdn.net/cf2suds8x8f0v/article/details/138407487
238,CSDN,探秘基于LLM的自主智能体：构建、应用与挑战全解析,CSDN作者,cn_developer,medium,True,self_evolving_agent,2026-05,https://blog.csdn.net/m0_56255097/article/details/145182703
239,CSDN,揭秘自进化AI：让智能体自动优化的核心技术与代码实现_人工智能_编程喵酱-火山引擎 ADG 社区,CSDN作者,cn_developer,medium,True,self_evolving_agent,2026-05,https://adg.csdn.net/696f3d9d437a6b403369c072.html
240,CSDN,智能体自我进化（保姆级教程）从基础原理到四维架构全解，看这一篇就够了！_架构_再不会python就不礼貌了-火山引擎 ADG 社区,CSDN作者,cn_developer,medium,True,self_evolving_agent,2026-05,https://devpress.csdn.net/v1/article/detail/150443112
241,CSDN,自进化AI智能体：打造能自我进化的下一代AI系统,CSDN作者,cn_developer,medium,True,self_evolving_agent,2026-05,https://blog.csdn.net/yihanss/article/details/152280506
242,CSDN,自进化≠自我刷题，Agent 真正的突破口是「自己造环境」？,CSDN作者,cn_developer,medium,True,self_evolving_agent,2026-05,https://modelscope.csdn.net/699d14950a2f6a37c5935660.html
243,CSDN,让AI给你写代码（五）—— 应用Agent，理解Agent，走进现实世界,CSDN作者,cn_developer,medium,True,self_evolving_agent,2026-05,https://blog.csdn.net/zhyuli/article/details/136875922
244,CSDN,首个LLM Agent的优化研究综述(下)——A Survey on the Optimization ...,CSDN作者,cn_developer,medium,True,agent_discussion_resource,2026-05,https://blog.csdn.net/weixin_44546100/article/details/146472929
245,Dev.to,"How Autonomous Agents Actually Self-Improve: Tools, Memory, and Small Verified Loops - DEV Community",Dev.to author,developer_blogger,medium,True,self_evolving_agent,2026-05,https://dev.to/chunxiaoxx/how-autonomous-agents-actually-self-improve-tools-memory-and-small-verified-loops-3faj
246,Dev.to,How Self-Improving AI Agents Actually Get Better - DEV Community,Dev.to author,developer_blogger,medium,True,self_evolving_agent,2026-05,https://dev.to/chunxiaoxx/how-self-improving-ai-agents-actually-get-better-4jje
247,Dev.to,"How Self-Improving AI Agents Actually Work: Tools, Tasks, and Rollbacks - DEV Community",Dev.to author,developer_blogger,medium,True,self_evolving_agent,2026-05,https://dev.to/chunxiaoxx/how-self-improving-ai-agents-actually-work-tools-tasks-and-rollbacks-kc8
248,Dev.to,How to Build Self-Evolving AI Agents That Improve Without Human Intervention - DEV Community,Dev.to author,developer_blogger,medium,True,self_evolving_agent,2026-05,https://dev.to/yedanyagamiaicmd/how-to-build-self-evolving-ai-agents-that-improve-without-human-intervention-2317
249,Dev.to,How to Build an AI Agent from Scratch Using Claude API (With Full Code) - DEV Community,Dev.to author,developer_blogger,medium,True,tutorial_or_implementation,2026-05,https://dev.to/dextralabs/how-to-build-an-ai-agent-from-scratch-using-claude-api-with-full-code-4b40
250,Dev.to,How to build a self-improving AI agent: the nightly loop pattern - DEV Community,Dev.to author,developer_blogger,medium,True,self_evolving_agent,2026-05,https://dev.to/askpatrick/how-to-build-a-self-improving-ai-agent-the-nightly-loop-pattern-njn
251,Dev.to,LangChain Tutorial for Beginners: Build Your First AI Agent - DEV Community,Dev.to author,developer_blogger,medium,True,tutorial_or_implementation,2026-05,https://dev.to/iniyarajan86/langchain-tutorial-for-beginners-build-your-first-ai-agent-3klo
252,Dev.to,LangGraph Tutorial: Build a Working ReAct Agent with the v1.0 API - DEV Community,Dev.to author,developer_blogger,medium,True,tutorial_or_implementation,2026-05,https://dev.to/agentsindex/langgraph-tutorial-build-a-working-react-agent-with-the-v10-api-3bc1
253,Dev.to,OpenAI Agents SDK Tutorial: Build Multi-Agent AI Systems in Python (2025) - DEV Community,Dev.to author,developer_blogger,medium,True,tutorial_or_implementation,2026-05,https://dev.to/akhileshpothuri/openai-agents-sdk-tutorial-build-multi-agent-ai-systems-in-python-2025-1pe5
254,Dev.to,The Self-Evolving AI Agent: How to Stop Correcting Your LLM Twice - DEV Community,Dev.to author,developer_blogger,medium,True,self_evolving_agent,2026-05,https://dev.to/onurcinar/the-self-evolving-ai-agent-how-to-stop-correcting-your-llm-twice-15kj
255,Dev.to,What Is Hermes Agent? The Self-Improving AI Assistant - DEV Community,Dev.to author,developer_blogger,medium,True,self_evolving_agent,2026-05,https://dev.to/farrukh_tariq_b2d419a76cf/what-is-hermes-agent-the-self-improving-ai-assistant-hm5
256,Dev.to,Zero to Agent Swarm: A hands-on guide to building AI agents from scratch - DEV Community,Dev.to author,developer_blogger,medium,True,tutorial_or_implementation,2026-05,https://dev.to/anzal_ansari/zero-to-agent-swarm-a-hands-on-guide-to-building-ai-agents-from-scratch-45im
257,Dev.to,🤖 nanobot: A Comprehensive Build-Your-Own Guide 📚 - DEV Community,Dev.to author,developer_blogger,medium,True,tutorial_or_implementation,2026-05,https://dev.to/truongpx396/nanobot-a-comprehensive-build-your-own-guide-39f
258,GitHub Blog/Docs,Baburnana/EvoMaster,GitHub author/repository maintainers,developer,medium,True,tutorial_or_implementation,2026-05,https://github.com/Baburnana/EvoMaster
259,GitHub Blog/Docs,EvoAgentX/Awesome-Self-Evolving-Agents - GitHub,GitHub author/repository maintainers,developer,medium,True,self_evolving_agent,2026-05,https://github.com/EvoAgentX/Awesome-Self-Evolving-Agents
260,GitHub Blog/Docs,EvoAgentX/EvoAgentX,GitHub author/repository maintainers,developer,medium,True,self_evolving_agent,2026-05,https://github.com/evoagentx/evoagentx
261,GitHub Blog/Docs,EvoAgentX/README-zh-TW.md at main - GitHub,GitHub author/repository maintainers,developer,medium,True,self_evolving_agent,2026-05,https://github.com/EvoAgentX/EvoAgentX/blob/main/README-zh-TW.md
262,GitHub Blog/Docs,EvoAgentX/README-zh.md at main - GitHub,GitHub author/repository maintainers,developer,medium,True,tutorial_or_implementation,2026-05,https://github.com/EvoAgentX/EvoAgentX/blob/main/README-zh.md
263,GitHub Blog/Docs,README.md at main · modelscope/AgentEvolver,GitHub author/repository maintainers,developer,medium,True,self_evolving_agent,2026-05,https://github.com/modelscope/AgentEvolver/blob/main/README.md
264,GitHub Blog/Docs,README.zh-CN.md at main · EvoMap/evolver,GitHub author/repository maintainers,developer,medium,True,self_evolving_agent,2026-05,https://github.com/autogame-17/evolver/blob/main/README.zh-CN.md
265,GitHub Blog/Docs,Self_Improving_AI_Agent_with_Gemini_Marktechpost.ipynb at main · Marktechpost/AI-Agents-Projects-Tutorials,GitHub author/repository maintainers,developer,medium,True,self_evolving_agent,2026-05,https://github.com/Marktechpost/AI-Agents-Projects-Tutorials/blob/main/Self_Improving_AI_Agent_with_Gemini_Marktechpost.ipynb
266,GitHub Blog/Docs,Stars1233/EvoMaster,GitHub author/repository maintainers,developer,medium,True,tutorial_or_implementation,2026-05,https://github.com/Stars1233/EvoMaster
267,GitHub Blog/Docs,Tencent/TencentDB-Agent-Memory,GitHub author/repository maintainers,developer,medium,True,agent_discussion_resource,2026-05,https://github.com/Tencent/TencentDB-Agent-Memory
268,GitHub Blog/Docs,cittaverse/auto-evolve,GitHub author/repository maintainers,developer,medium,True,self_evolving_agent,2026-05,https://github.com/cittaverse/auto-evolve
269,GitHub Blog/Docs,datawhalechina/hello-agents: 《从零开始构建智能体》 - GitHub,GitHub author/repository maintainers,developer,medium,True,tutorial_or_implementation,2026-05,https://github.com/datawhalechina/hello-agents
270,GitHub Blog/Docs,docs/index.md at main · modelscope/AgentEvolver,unknown,developer,low,True,self_evolving_agent,2026-05,https://github.com/modelscope/AgentEvolver/blob/main/docs/index.md
271,GitHub Blog/Docs,hello-agents/Extra-Chapter/Extra10-Agent自进化.md at main - GitHub,GitHub author/repository maintainers,developer,medium,True,self_evolving_agent,2026-05,https://github.com/datawhalechina/hello-agents/blob/main/Extra-Chapter/Extra10-Agent%E8%87%AA%E8%BF%9B%E5%8C%96.md
272,GitHub Blog/Docs,linkxzhou/SimpleAgent,GitHub author/repository maintainers,developer,medium,True,self_evolving_agent,2026-05,https://github.com/linkxzhou/SimpleAgent
273,GitHub Blog/Docs,modelscope/AgentEvolver,GitHub author/repository maintainers,developer,medium,True,self_evolving_agent,2026-05,https://github.com/modelscope/AgentEvolver
274,GitHub Blog/Docs,yeasy/agentic_ai_guide: 智能体（Agentic AI）最前沿技术的深入剖析 ...,GitHub author/repository maintainers,developer,medium,True,tutorial_or_implementation,2026-05,https://github.com/yeasy/agentic_ai_guide
275,GitHub Blog/Docs,yinwm/self-evolving-agent,GitHub author/repository maintainers,developer,medium,True,self_evolving_agent,2026-05,https://github.com/yinwm/self-evolving-agent
276,GitHub Blog/Docs,yuzhu-cai/EvoMaster-ours,GitHub author/repository maintainers,developer,medium,True,tutorial_or_implementation,2026-05,https://github.com/yuzhu-cai/EvoMaster-ours
277,GitHub Blog/Docs,zhibao-labs/Self-Evolving-Agents,GitHub author/repository maintainers,developer,medium,True,self_evolving_agent,2026-05,https://github.com/zhibao-labs/Self-Evolving-Agents
278,GitHub Blog/Docs,从零构建AIAgent：大模型驱动的智能体设计与实战 - GitHub,GitHub author/repository maintainers,developer,medium,True,self_evolving_agent,2026-05,https://github.com/yh-yao/super_agent_book
